Label,Area,Perimeter,Circularity,MaxFeretDiam,MaxFeretDiamAngle
114,244,59.049,0.879,23.345,170.134
115,247,63.071,0.780,25.807,35.538
116,205,56.923,0.795,21.471,152.241
117,409,81.382,0.776,28.792,69.677
118,330,82.723,0.606,32.388,98.881
119,35,22.428,0.874,9.434,122.005
120,127,45.546,0.769,16.125,60.255
121,990,151.903,0.539,53.235,28.009
122,602,115.552,0.567,38.639,79.563
123,880,142.002,0.548,47.676,170.340
124,493,96.456,0.666,34.713,131.496
125,689,130.951,0.505,43.105,176.009
126,303,81.477,0.574,35.440,106.390
127,904,167.072,0.407,62.769,22.479
128,494,93.219,0.714,38.471,27.897
129,240,68.435,0.644,25.060,28.610
130,170,50.909,0.824,21.024,115.346
131,82,74.258,0.187,34.713,48.504
132,1082,161.328,0.522,63.820,35.433
133,439,88.086,0.711,33.121,151.113
134,905,159.297,0.448,54.037,2.121
135,953,162.859,0.452,60.877,14.265
136,698,127.254,0.542,48.836,10.620
137,652,129.054,0.492,46.615,125.395
138,349,73.242,0.818,27.893,104.534
139,815,140.987,0.515,50.249,58.841
140,295,66.538,0.837,25.080,156.501
141,335,80.827,0.644,31.257,97.352
142,810,162.534,0.385,57.940,158.749
143,806,137.194,0.538,54.644,34.563
144,343,75.789,0.750,26.401,155.376
145,271,65.198,0.801,25.962,74.358
146,177,51.695,0.832,19.416,78.111
147,728,112.315,0.725,40.000,126.870
148,855,125.492,0.682,47.127,17.281
149,501,99.137,0.641,33.015,35.134
150,1033,158.416,0.517,52.631,128.830
151,692,132.157,0.498,49.254,174.174
152,152,53.591,0.665,21.378,10.784
153,559,104.365,0.645,38.079,13.671
154,580,114.901,0.552,44.654,34.046
155,553,104.921,0.631,41.617,144.782
156,434,88.736,0.693,38.013,26.565
157,108,43.650,0.712,19.849,49.086
158,1295,188.429,0.458,74.465,22.087
159,426,89.292,0.671,38.471,152.103
160,309,81.057,0.591,34.828,129.174
161,360,76.344,0.776,29.732,19.654
162,274,71.116,0.681,26.249,49.635
163,385,87.205,0.636,30.364,72.759
164,285,85.730,0.487,38.639,10.437
165,722,124.477,0.586,46.872,33.690
166,558,101.359,0.683,38.601,163.443
167,302,71.441,0.744,29.833,166.430
168,303,72.457,0.725,25.962,105.642
169,1094,175.251,0.448,69.181,4.145
170,1173,150.927,0.647,56.921,18.435
171,162,52.020,0.752,23.022,145.620
172,221,67.324,0.613,25.239,56.310
173,518,116.432,0.480,46.098,3.731
174,284,77.360,0.596,28.653,29.249
175,130,47.998,0.709,17.029,49.764
176,642,116.758,0.592,41.785,158.962
177,211,58.264,0.781,23.601,143.616
178,21,38.977,0.174,13.601,143.973
179,351,91.188,0.530,32.757,148.736
180,177,50.679,0.866,18.028,146.310
181,748,131.927,0.540,56.613,17.475
182,191,64.642,0.574,20.396,101.310
183,837,136.409,0.565,48.662,170.538
184,494,115.092,0.469,47.802,164.219
185,91,67.324,0.252,46.390,172.569
186,384,88.506,0.616,36.346,7.907
187,807,134.187,0.563,53.085,3.240
188,372,76.900,0.791,29.155,67.834
189,107,58.169,0.397,23.431,50.194
190,434,109.863,0.452,46.530,151.783
191,368,88.086,0.596,34.176,159.444
192,924,175.577,0.377,56.356,27.474
193,17,28.481,0.263,14.866,70.346
194,372,80.041,0.730,29.682,122.619
195,355,81.707,0.668,29.411,125.311
196,229,64.968,0.682,24.698,31.759
197,175,51.695,0.823,18.601,143.746
198,244,69.545,0.634,27.893,104.534
199,1550,170.444,0.670,67.897,9.324
200,807,130.030,0.600,50.695,22.011
201,305,86.285,0.515,38.328,172.504
202,1018,167.342,0.457,57.271,24.775
203,73,62.746,0.233,24.413,124.992
204,654,105.706,0.736,39.661,146.310
205,312,70.656,0.785,25.612,51.340
206,1199,163.224,0.566,55.570,120.256
207,304,70.561,0.767,25.080,66.501
208,461,87.300,0.760,32.450,33.690
209,759,126.794,0.593,47.434,161.565
210,280,90.767,0.427,39.446,149.534
211,232,67.554,0.639,26.907,131.987
212,654,148.206,0.374,67.119,3.417
213,432,91.648,0.646,32.757,12.339
214,620,125.588,0.494,44.721,79.695
215,544,127.809,0.418,54.332,6.340
216,652,116.432,0.604,41.183,119.055
217,1368,183.027,0.513,78.160,3.668
218,1303,252.976,0.256,77.524,149.797
219,658,122.811,0.548,44.553,170.961
220,707,120.320,0.614,47.434,161.565
221,81,97.376,0.107,27.514,70.907
222,901,148.476,0.514,51.865,56.004
223,903,158.972,0.449,57.801,142.734
224,553,95.996,0.754,36.892,32.829
225,361,90.958,0.548,36.878,12.529
226,1397,207.065,0.409,64.885,151.460
227,633,131.831,0.458,54.571,166.218
228,318,74.678,0.717,25.962,164.358
229,117,46.887,0.669,21.213,8.130
230,187,55.027,0.776,20.248,147.095
231,157,47.998,0.856,18.682,74.476
232,256,62.286,0.829,23.601,36.384
233,1050,192.872,0.355,82.201,170.194
234,605,101.684,0.735,34.670,56.768
235,528,97.796,0.694,35.171,165.174
236,185,70.101,0.473,30.364,17.241
237,475,84.754,0.831,31.906,57.804
238,527,129.150,0.397,41.761,16.699
239,378,83.738,0.677,32.696,23.429
240,412,117.964,0.372,52.345,6.582
241,683,128.039,0.524,44.011,1.302
242,829,171.229,0.355,68.731,171.634
243,628,111.204,0.638,42.107,175.914
244,870,185.153,0.319,78.109,161.333
245,672,119.899,0.587,41.869,49.844
246,174,57.153,0.669,24.352,160.821
247,548,99.788,0.692,34.670,123.232
248,420,104.461,0.484,43.566,170.754
249,271,69.220,0.711,25.000,36.870
250,250,71.116,0.621,31.321,163.301
251,926,170.674,0.399,69.116,176.682
252,600,121.795,0.508,48.052,102.011
253,311,83.048,0.567,31.765,28.179
254,699,157.266,0.355,71.169,160.292
255,357,80.597,0.691,28.018,145.176
256,525,103.025,0.622,43.290,6.633
257,255,70.656,0.642,27.019,128.991
258,141,60.945,0.477,28.160,173.884
259,794,143.343,0.486,46.043,124.380
260,245,82.033,0.458,37.656,169.287
261,438,118.558,0.392,50.448,166.239
262,484,90.307,0.746,33.242,15.709
263,1145,150.467,0.636,57.559,7.989
264,1198,169.008,0.527,67.602,7.651
265,353,94.234,0.500,39.217,160.641
266,465,98.217,0.606,39.459,8.746
267,435,88.316,0.701,29.206,51.953
268,621,136.964,0.416,55.731,170.707
269,2345,243.131,0.499,89.900,25.710
270,309,67.419,0.854,26.926,58.671
271,958,182.146,0.363,79.310,5.064
272,355,97.987,0.465,45.222,161.966
273,206,59.509,0.731,23.409,109.983
274,633,126.833,0.494,44.011,158.682
275,842,143.343,0.515,43.932,48.691
276,1578,254.928,0.305,110.644,170.112
277,302,64.968,0.899,23.259,25.463
278,47,44.761,0.295,18.682,15.524
279,445,105.706,0.500,39.925,22.068
280,493,101.914,0.596,42.426,8.130
281,1240,207.525,0.362,67.742,171.511
282,149,54.242,0.636,22.361,63.435
283,72,33.940,0.785,12.369,165.964
284,610,148.150,0.349,57.201,36.469
285,405,95.345,0.560,34.525,169.992
286,447,100.803,0.553,43.932,168.179
287,439,92.203,0.649,34.928,13.241
288,251,73.567,0.583,31.321,163.301
289,134,45.316,0.820,17.464,13.241
290,279,82.953,0.510,32.696,23.429
291,648,134.838,0.448,55.444,7.253
292,278,78.145,0.572,33.838,161.030
293,232,90.633,0.355,41.231,165.964
294,951,163.779,0.446,56.303,146.592
295,342,87.530,0.561,36.620,55.008
296,321,74.678,0.723,25.962,15.642
297,301,78.145,0.619,31.906,147.804
298,405,94.330,0.572,38.833,145.491
299,443,91.093,0.671,34.409,144.462
300,446,92.759,0.651,38.079,166.329
301,321,87.166,0.531,37.855,167.800
302,415,100.573,0.516,37.336,172.304
303,931,178.393,0.368,64.846,17.038
304,218,68.990,0.576,28.862,14.036
305,166,53.361,0.733,22.804,164.745
306,287,87.760,0.468,40.224,145.125
307,488,101.129,0.600,33.838,34.160
308,191,58.399,0.704,24.352,160.821
309,458,91.418,0.689,32.016,128.660
310,478,87.300,0.788,33.526,17.354
311,731,138.305,0.480,49.244,29.168
312,1293,168.357,0.573,59.666,13.570
313,234,62.421,0.755,25.060,118.610
314,634,149.777,0.355,59.211,4.844
315,1935,249.010,0.392,89.454,174.226
316,1057,198.140,0.338,62.801,9.162
317,490,92.989,0.712,35.735,17.928
318,276,76.939,0.586,32.894,160.463
319,461,110.974,0.470,46.098,155.659
320,415,97.241,0.552,42.802,127.405
321,372,91.418,0.559,34.713,11.634
322,1155,179.369,0.451,57.280,163.780
323,95,41.754,0.685,17.889,153.435
324,977,151.253,0.537,54.562,131.285
325,1600,227.597,0.388,99.850,7.481
326,261,62.381,0.843,21.932,43.152
327,680,110.935,0.694,37.643,140.389
328,362,81.937,0.678,29.732,137.726
329,520,97.106,0.693,35.341,154.885
330,434,99.367,0.552,39.395,156.038
331,459,96.781,0.616,41.437,171.674
332,358,77.360,0.752,31.064,123.179
333,248,64.412,0.751,26.627,145.713
334,815,125.032,0.655,40.853,111.541
335,55,35.280,0.555,17.000,151.928
336,564,163.185,0.266,67.683,167.196
337,811,172.570,0.342,76.688,167.957
338,657,156.846,0.336,68.352,159.444
339,1038,208.636,0.300,88.600,159.520
340,1060,181.265,0.405,81.597,160.677
341,963,169.008,0.424,69.462,173.387
342,834,149.777,0.467,63.388,173.660
343,505,117.964,0.456,52.393,166.759
344,1745,201.702,0.539,74.330,5.404
345,622,126.889,0.485,57.706,8.973
346,957,158.416,0.479,60.440,38.956
347,965,160.043,0.473,68.308,17.904
348,666,154.719,0.350,47.424,155.056
349,542,132.942,0.385,53.339,6.459
350,1258,157.956,0.634,54.406,162.897
351,258,80.827,0.496,33.242,136.219
352,811,133.593,0.571,48.466,21.801
353,582,120.780,0.501,52.631,165.700
354,233,64.738,0.699,25.179,6.843
355,597,162.209,0.285,71.694,157.011
356,251,82.493,0.464,36.139,165.579
357,338,94.750,0.473,38.079,166.329
358,308,89.617,0.482,41.773,11.041
359,226,60.485,0.776,22.472,20.854
360,211,66.864,0.593,26.249,40.365
361,3136,293.445,0.458,90.697,34.216
362,375,124.572,0.304,56.648,159.326
363,1429,220.338,0.370,84.504,159.206
364,198,63.167,0.624,25.179,173.157
365,295,71.537,0.724,26.907,131.987
366,646,135.163,0.444,55.543,156.666
367,188,61.271,0.629,25.298,161.565
368,935,174.887,0.384,76.158,166.329
369,291,64.277,0.885,24.187,29.745
370,1170,201.472,0.362,84.900,164.982
371,508,117.868,0.459,40.608,9.926
372,245,68.204,0.662,25.080,4.574
373,969,177.282,0.387,74.953,166.891
374,221,68.435,0.593,28.443,169.875
375,301,85.500,0.517,37.656,169.287
376,591,116.528,0.547,49.031,168.232
377,946,145.334,0.563,54.562,138.715
378,622,108.713,0.661,39.000,22.620
379,1000,149.777,0.560,58.822,17.819
380,481,99.232,0.614,36.346,7.907
381,730,105.151,0.830,38.275,146.725
382,498,112.870,0.491,33.377,8.616
383,455,102.009,0.549,41.304,173.047
384,336,74.448,0.762,27.803,37.694
385,606,130.721,0.446,53.339,6.459
386,1673,217.101,0.446,82.735,7.640
387,460,102.105,0.554,39.459,8.746
388,895,193.618,0.300,85.147,176.634
389,529,103.810,0.617,37.947,18.435
390,297,69.545,0.772,25.554,30.579
391,439,110.284,0.454,46.271,6.203
392,2341,228.343,0.564,76.538,151.091
393,1203,198.425,0.384,76.792,171.764
394,413,79.906,0.813,27.803,37.694
395,1397,231.333,0.328,94.847,155.056
396,790,126.698,0.618,47.508,149.657
397,197,66.634,0.558,28.443,169.875
398,596,139.606,0.384,60.638,166.651
399,388,85.174,0.672,34.525,169.992
400,773,171.785,0.329,79.076,13.158
401,546,112.640,0.541,42.485,153.435
402,434,112.831,0.428,50.695,165.141
403,788,141.082,0.498,52.612,171.254
404,953,151.443,0.522,62.817,166.185
405,1097,154.815,0.575,60.440,16.336
406,2378,298.483,0.335,103.446,163.142
407,653,161.939,0.313,74.953,13.109
408,593,94.790,0.829,34.928,166.759
409,1014,191.952,0.346,84.149,176.594
410,266,78.931,0.537,30.610,141.633
411,1279,212.944,0.354,94.831,14.036
412,779,174.791,0.320,78.262,169.695
413,1399,199.862,0.440,80.050,12.995
414,371,77.590,0.774,24.352,160.821
415,402,92.759,0.587,40.522,15.751
416,1131,163.835,0.529,69.376,15.038
417,629,134.513,0.437,52.811,161.222
418,915,163.510,0.430,70.029,178.363
419,1153,169.428,0.505,68.884,9.189
420,971,155.870,0.502,61.774,150.945
421,750,155.600,0.389,65.069,2.643
422,539,111.855,0.541,43.738,10.539
423,603,99.002,0.773,34.886,27.300
424,595,135.624,0.406,55.902,169.695
425,742,169.238,0.326,72.918,154.841
426,1129,172.340,0.478,69.642,15.832
427,593,119.114,0.525,50.961,164.055
428,720,178.124,0.285,76.105,176.987
429,963,191.722,0.329,87.132,170.754
430,412,109.268,0.434,48.166,4.764
431,112,61.080,0.377,28.425,140.711
432,690,177.243,0.276,78.772,171.973
433,476,95.996,0.649,40.025,12.995
434,826,138.305,0.543,52.240,174.508
435,1454,220.472,0.376,73.682,172.200
436,743,162.955,0.352,68.066,10.154
437,340,106.912,0.374,45.177,5.080
438,84,40.873,0.632,18.385,157.620
439,475,92.893,0.692,34.482,163.142
440,282,85.730,0.482,37.162,156.194
441,1291,216.220,0.347,95.079,165.379
442,1051,219.743,0.274,95.525,169.749
443,730,131.181,0.533,49.649,9.273
444,434,88.736,0.693,36.249,155.556
445,153,51.005,0.739,21.932,155.772
446,967,137.520,0.643,54.918,10.491
447,227,91.839,0.338,43.290,173.367
448,285,68.530,0.763,24.698,31.759
449,580,113.291,0.568,48.301,152.904
450,334,88.276,0.539,30.806,144.246
451,414,96.876,0.554,40.262,165.619
452,573,114.306,0.551,42.755,169.216
453,290,68.990,0.766,23.707,62.354
454,819,175.942,0.332,76.485,154.440
455,1030,203.558,0.312,92.228,9.360
456,1077,170.904,0.463,71.063,166.159
457,245,68.760,0.651,24.515,168.232
458,440,110.609,0.452,45.354,165.964
459,34,39.303,0.277,17.720,106.390
460,479,101.914,0.580,43.186,174.685
461,418,110.609,0.429,44.643,164.407
462,235,62.516,0.756,22.847,156.801
463,156,58.034,0.582,24.331,170.538
464,2809,285.345,0.434,87.641,163.426
465,1201,223.939,0.301,97.417,162.681
466,526,102.374,0.631,35.511,99.728
467,1502,225.701,0.371,82.873,171.674
468,26,53.170,0.116,18.028,70.560
469,1058,169.333,0.464,67.912,166.373
470,582,118.884,0.517,45.177,5.080
471,833,153.799,0.443,66.189,4.332
472,1028,180.575,0.396,81.216,9.926
473,624,105.571,0.704,36.770,45.000
474,726,139.186,0.471,60.828,170.538
475,1270,193.887,0.425,77.897,150.803
476,347,88.411,0.558,37.696,158.199
477,732,161.939,0.351,71.253,175.170
478,178,71.116,0.442,31.385,149.349
479,516,123.097,0.428,51.245,174.401
480,1284,263.298,0.233,119.921,163.530
481,274,96.646,0.369,44.102,3.900
482,570,103.580,0.668,36.674,168.996
483,454,103.255,0.535,42.190,5.440
484,683,111.855,0.686,38.910,64.093
485,685,163.280,0.323,69.354,5.793
486,60,67.228,0.167,24.597,153.435
487,917,157.401,0.465,61.188,168.690
488,169,64.738,0.507,26.476,10.886
489,660,137.290,0.440,52.202,143.569
490,1049,187.874,0.373,76.688,167.957
491,288,73.663,0.667,27.659,12.529
492,772,132.847,0.550,53.600,36.656
493,1037,176.037,0.421,72.125,163.072
494,1057,152.038,0.575,52.802,114.624
495,500,145.199,0.298,67.469,11.976
496,2064,270.692,0.354,81.394,10.620
497,250,71.346,0.617,28.653,150.751
498,17,30.377,0.232,14.213,39.289
499,264,86.285,0.446,37.483,9.211
500,474,93.314,0.684,40.311,150.255
501,189,56.368,0.748,20.809,54.782
502,350,76.900,0.744,28.653,119.249
503,515,90.307,0.794,31.953,20.136
504,223,58.589,0.816,21.401,127.405
505,588,127.809,0.452,52.345,173.418
506,439,113.061,0.432,46.872,11.070
507,722,147.135,0.419,41.183,60.945
508,482,103.580,0.565,36.797,132.797
509,266,65.293,0.784,24.331,170.538
510,564,125.683,0.449,56.515,166.701
511,438,101.589,0.533,42.202,166.293
512,430,93.449,0.619,37.363,15.524
513,275,66.308,0.786,24.698,58.241
514,531,91.648,0.794,34.000,28.072
515,299,87.626,0.489,38.601,163.443
516,493,104.135,0.571,40.804,143.973
517,524,130.721,0.385,54.231,157.218
518,646,164.295,0.301,73.027,178.431
519,362,96.781,0.486,40.262,165.619
520,550,123.691,0.452,46.271,6.203
521,676,117.218,0.618,40.361,131.987
522,1046,177.608,0.417,60.531,7.595
523,390,76.249,0.843,27.857,158.962
524,381,90.863,0.580,37.590,28.610
525,682,133.172,0.483,52.000,157.380
526,573,120.225,0.498,43.290,173.367
527,861,143.763,0.523,46.390,7.431
528,625,101.684,0.760,35.735,17.928
529,1166,177.703,0.464,65.276,5.274
530,533,128.594,0.405,48.094,176.424
531,172,50.909,0.834,18.974,161.565
532,294,73.798,0.678,27.857,21.038
533,526,107.372,0.573,44.553,9.039
534,1314,177.894,0.522,74.108,3.094
535,776,124.152,0.633,45.122,167.196
536,1830,222.273,0.465,89.443,10.305
537,400,85.634,0.685,28.425,140.711
538,1290,181.035,0.495,66.491,167.845
539,193,61.731,0.636,23.022,124.380
540,582,136.964,0.390,51.420,166.504
541,203,61.175,0.682,23.601,143.616
542,282,64.872,0.842,26.306,171.254
543,214,74.028,0.491,33.422,128.928
544,665,123.461,0.548,45.541,19.231
545,592,135.298,0.406,51.865,33.996
546,359,95.900,0.491,42.190,174.560
547,607,117.313,0.554,38.013,144.638
548,154,58.629,0.563,25.612,128.660
549,1061,183.947,0.394,67.469,168.024
550,465,100.018,0.584,40.447,171.469
551,500,100.708,0.620,39.560,20.726
552,23,34.170,0.248,16.643,147.265
553,1471,171.324,0.630,58.830,31.799
554,681,175.212,0.279,79.228,4.343
555,452,93.449,0.650,33.734,78.024
556,1870,240.965,0.405,101.272,9.090
557,1163,178.028,0.461,60.415,24.444
558,196,59.279,0.701,21.840,74.055
559,454,82.493,0.838,30.232,55.784
560,103,39.953,0.811,16.401,142.431
561,637,119.995,0.556,46.325,13.736
562,658,124.247,0.536,53.460,7.524
563,719,133.862,0.504,55.471,146.023
564,634,136.830,0.426,58.523,19.983
565,602,106.262,0.670,37.947,18.435
566,817,118.558,0.730,41.110,131.055
567,871,150.047,0.486,60.745,20.225
568,1079,177.013,0.433,72.173,3.972
569,211,70.331,0.536,29.833,13.570
570,372,80.041,0.730,34.176,159.444
571,582,138.956,0.379,61.205,4.686
572,647,129.475,0.485,51.624,21.595
573,585,151.483,0.320,65.192,175.601
574,257,66.538,0.729,24.597,153.435
575,555,118.424,0.497,44.553,9.039
576,444,99.693,0.561,43.081,158.199
577,1101,185.747,0.401,78.339,165.964
578,930,161.749,0.447,56.569,171.870
579,497,106.396,0.552,43.829,152.850
580,791,126.048,0.626,46.228,51.147
581,1172,221.218,0.301,92.542,6.203
582,532,107.928,0.574,44.283,6.483
583,819,120.780,0.706,44.822,128.660
584,278,89.197,0.439,31.145,132.397
585,717,109.498,0.751,41.231,165.964
586,382,94.885,0.533,39.051,50.194
587,434,88.316,0.699,33.121,61.113
588,273,70.751,0.685,27.203,162.897
589,1153,149.682,0.647,52.697,33.389
590,751,139.416,0.486,54.083,146.310
591,555,111.720,0.559,48.052,12.011
592,321,69.871,0.826,24.207,38.290
593,131,43.190,0.882,17.804,128.157
594,386,84.064,0.686,35.171,14.826
595,451,114.401,0.433,51.039,177.754
596,288,71.576,0.706,26.683,12.995
597,723,122.811,0.602,47.707,146.976
598,875,133.823,0.614,52.555,21.194
599,34,42.770,0.234,17.000,151.928
600,1297,183.947,0.482,79.712,160.201
601,446,118.424,0.400,51.788,10.008
602,934,155.735,0.484,61.392,167.775
603,1429,169.333,0.626,59.203,127.451
604,534,119.764,0.468,49.477,165.964
605,68,59.509,0.241,39.357,152.784
606,771,130.260,0.571,46.065,27.121
607,41,43.650,0.270,23.707,152.354
608,372,94.655,0.522,30.676,160.974
609,449,85.825,0.766,34.000,151.928
610,593,130.491,0.438,56.080,158.009
611,524,109.403,0.550,43.463,156.975
612,602,101.589,0.733,37.643,140.389
613,332,76.019,0.722,32.016,165.530
614,262,65.063,0.778,25.807,144.462
615,659,130.260,0.488,53.160,163.610
616,984,149.912,0.550,58.310,22.166
617,451,90.077,0.698,35.511,147.653
618,453,88.506,0.727,31.828,46.273
619,631,124.017,0.516,41.976,167.619
620,363,81.057,0.694,31.048,14.931
621,575,119.764,0.504,45.804,143.881
622,704,133.497,0.496,40.608,170.074
623,409,91.743,0.611,34.015,155.695
624,600,132.942,0.427,59.439,12.633
625,15,29.957,0.210,13.601,107.103
626,413,90.958,0.627,38.079,156.801
627,364,87.856,0.593,34.713,11.634
628,324,74.774,0.728,30.529,148.392
629,260,67.514,0.717,28.018,145.176
630,125,60.390,0.431,26.926,148.671
631,174,62.841,0.554,21.587,166.608
632,302,78.796,0.611,34.132,174.958
633,124,43.420,0.827,17.205,35.538
634,158,61.041,0.533,26.401,24.624
635,196,58.359,0.723,24.352,160.821
636,109,41.294,0.803,15.620,39.806
637,130,52.671,0.589,23.770,157.751
638,91,39.953,0.716,17.088,159.444
639,133,59.930,0.465,28.071,4.086
