Label,Area,Perimeter,Circularity,MaxFeretDiam,MaxFeretDiamAngle
1,420,100.248,0.525,41.593,152.819
2,103,46.657,0.595,21.095,174.560
3,3366,243.821,0.712,79.649,28.496
4,513,95.210,0.711,38.949,138.122
5,108,41.294,0.796,16.401,142.431
6,253,60.715,0.862,23.770,22.249
7,129,45.872,0.770,19.416,168.111
8,295,72.322,0.709,28.160,173.884
9,625,95.766,0.856,31.890,138.814
10,889,130.816,0.653,53.339,149.589
11,130,42.405,0.908,16.125,150.255
12,606,116.432,0.562,45.607,142.125
13,324,70.886,0.810,24.187,60.255
14,1169,181.400,0.446,62.290,132.397
15,509,92.663,0.745,36.497,99.462
16,630,122.676,0.526,38.910,25.907
17,464,91.323,0.699,30.414,80.538
18,427,85.270,0.738,30.610,38.367
19,778,117.773,0.705,37.696,111.801
20,668,106.722,0.737,37.696,111.801
21,996,129.840,0.742,43.081,111.801
22,3623,235.181,0.823,78.262,169.695
23,415,84.944,0.723,31.765,151.821
24,422,79.811,0.833,27.803,37.694
25,991,124.572,0.802,43.932,48.691
26,310,72.782,0.735,28.284,171.870
27,144,51.560,0.681,20.125,116.565
28,463,98.677,0.598,40.719,24.677
29,4634,286.781,0.708,107.205,17.928
30,28,39.207,0.229,17.493,149.036
31,922,119.574,0.810,45.607,52.125
32,2646,213.578,0.729,66.129,159.647
33,330,74.678,0.744,26.907,41.987
34,1497,190.880,0.516,64.885,28.540
35,599,95.440,0.826,34.540,22.109
36,549,97.796,0.721,34.828,50.826
37,334,79.026,0.672,32.450,146.310
38,1009,130.491,0.745,48.877,149.237
39,952,126.048,0.753,47.434,34.695
40,524,90.212,0.809,32.202,126.158
41,893,132.617,0.638,46.690,170.134
42,432,102.049,0.521,37.216,120.700
43,571,94.004,0.812,31.048,14.931
44,578,94.425,0.815,34.015,155.695
45,366,81.287,0.696,29.682,32.619
46,310,77.130,0.655,30.594,11.310
47,2181,199.806,0.687,69.642,68.962
48,1242,150.047,0.693,50.478,146.310
49,461,81.382,0.875,28.792,69.677
50,820,123.001,0.681,46.573,165.069
51,499,87.070,0.827,29.411,125.311
52,1331,160.638,0.648,53.852,58.671
53,800,110.054,0.830,38.833,168.111
54,384,78.931,0.775,27.203,162.897
55,572,94.694,0.802,33.377,171.384
56,967,138.670,0.632,56.045,164.476
57,812,117.773,0.736,45.188,24.864
58,1133,132.942,0.806,47.508,139.268
59,403,79.161,0.808,27.659,77.471
60,630,98.582,0.815,34.986,120.964
61,533,90.307,0.821,32.894,109.537
62,444,81.382,0.842,32.757,77.661
63,588,112.965,0.579,46.174,162.350
64,440,83.833,0.787,31.623,34.695
65,488,89.522,0.765,38.079,119.932
66,579,107.832,0.626,44.294,151.699
67,248,64.412,0.751,24.042,163.072
68,2379,206.145,0.703,75.584,17.716
69,613,119.899,0.536,50.990,11.310
70,415,88.546,0.665,35.609,128.157
71,566,110.284,0.585,45.398,172.405
72,225,63.857,0.693,26.571,160.201
73,430,94.425,0.606,33.287,32.735
74,60,33.710,0.664,13.038,147.529
75,271,61.175,0.910,21.932,114.228
76,340,70.005,0.872,25.632,20.556
77,241,67.514,0.664,25.060,61.390
78,740,112.965,0.729,40.804,126.027
79,340,70.561,0.858,25.060,61.390
80,805,115.417,0.759,38.484,114.567
81,518,113.616,0.504,50.488,172.030
82,474,88.871,0.754,29.155,174.094
83,420,86.285,0.709,37.577,154.799
84,2480,215.895,0.669,71.309,104.621
85,1031,146.580,0.603,49.649,9.273
86,595,97.432,0.788,38.949,41.878
87,1116,159.852,0.549,53.814,131.987
88,181,54.472,0.767,21.932,114.228
89,1072,138.535,0.702,46.325,122.661
90,520,88.276,0.839,30.414,136.332
91,314,68.070,0.852,25.495,48.180
92,274,67.974,0.745,29.120,15.945
93,568,111.299,0.576,40.361,48.013
94,810,116.202,0.754,38.288,49.236
95,442,85.634,0.757,30.265,97.595
96,336,66.634,0.951,26.077,57.529
97,1097,138.305,0.721,45.967,134.119
98,877,128.134,0.671,44.688,130.462
99,569,104.040,0.661,39.812,101.592
100,363,74.353,0.825,27.659,102.529
101,309,74.448,0.701,26.833,26.565
102,464,83.508,0.836,30.017,29.982
103,23,32.043,0.281,18.788,154.799
104,584,93.449,0.840,32.696,156.571
105,1471,155.830,0.761,58.523,19.983
106,693,105.381,0.784,37.537,48.240
107,409,74.678,0.922,25.807,125.538
108,185,53.036,0.827,20.248,110.225
109,404,85.404,0.696,27.459,123.111
110,638,102.374,0.765,37.121,4.635
111,295,64.968,0.878,22.825,151.189
112,1053,123.136,0.873,40.262,165.619
113,396,91.553,0.594,35.847,22.989
114,419,115.647,0.394,43.267,33.690
115,763,137.424,0.508,51.078,66.949
116,428,84.294,0.757,31.780,65.854
117,147,46.006,0.873,17.088,110.556
118,314,74.258,0.716,28.844,146.310
119,513,106.722,0.566,39.205,142.253
120,350,76.479,0.752,24.352,19.179
121,386,85.174,0.669,32.202,25.769
122,691,99.923,0.870,35.228,6.520
123,419,79.811,0.827,28.601,143.531
124,200,52.020,0.929,18.385,22.380
125,388,76.574,0.832,31.765,118.179
126,327,85.634,0.560,36.359,121.504
127,478,91.323,0.720,35.777,116.565
128,109,42.309,0.765,17.263,100.008
129,243,63.071,0.768,25.318,170.910
130,475,85.174,0.823,30.887,150.945
131,330,76.249,0.713,30.529,148.392
132,279,68.435,0.749,26.000,157.380
133,806,116.202,0.750,45.804,143.881
134,770,113.656,0.749,37.696,111.801
135,2688,228.842,0.645,76.243,106.771
136,633,112.315,0.631,36.401,105.945
137,313,71.997,0.759,29.833,13.570
138,199,66.768,0.561,25.000,53.130
139,496,88.641,0.793,34.015,24.305
140,751,107.967,0.810,36.674,11.004
141,328,87.530,0.538,35.440,73.610
142,540,88.832,0.860,32.202,143.842
143,462,89.427,0.726,31.321,106.699
144,2147,179.178,0.840,59.775,72.474
145,496,91.878,0.738,34.540,67.891
146,719,103.905,0.837,35.805,54.090
147,253,63.302,0.793,23.087,72.350
148,430,81.477,0.814,31.241,129.806
149,422,84.619,0.741,28.862,75.964
150,437,82.397,0.809,27.857,158.962
151,558,94.099,0.792,33.242,21.161
152,186,56.138,0.742,19.849,130.914
153,284,65.428,0.834,23.087,162.350
154,1220,137.194,0.815,47.854,63.970
155,366,79.026,0.736,31.780,155.854
156,378,71.671,0.925,25.632,69.444
157,777,106.396,0.863,38.588,58.782
158,76,36.161,0.730,14.866,109.654
159,916,126.373,0.721,47.802,15.781
160,3046,212.888,0.845,77.253,111.251
161,3872,252.421,0.764,86.377,110.323
162,572,96.551,0.771,33.956,13.627
163,180,56.598,0.706,24.207,128.290
164,219,57.383,0.836,21.378,79.216
165,1157,144.128,0.700,46.615,22.714
166,322,109.689,0.336,51.039,87.754
167,119,47.903,0.652,20.000,126.870
168,2213,177.282,0.885,57.489,40.061
169,698,110.609,0.717,38.601,163.443
170,399,92.989,0.580,30.480,48.991
171,185,51.465,0.878,18.028,160.560
172,365,73.567,0.847,27.203,53.973
173,520,86.515,0.873,30.232,34.216
174,113,39.398,0.915,16.401,142.431
175,371,77.360,0.779,29.120,74.055
176,545,99.923,0.686,35.384,132.709
177,397,81.382,0.753,29.547,113.962
178,423,85.500,0.727,34.132,121.827
179,160,58.264,0.592,21.190,70.710
180,234,57.153,0.900,20.881,73.301
181,147,43.650,0.970,15.524,14.931
182,178,50.219,0.887,19.105,132.879
183,1195,130.260,0.885,43.600,36.607
184,196,56.598,0.769,22.804,105.255
185,242,63.397,0.757,24.839,130.101
186,181,56.042,0.724,20.248,147.095
