Label,Area,Perimeter,Circularity,MaxFeretDiam,MaxFeretDiamAngle
113,284,67.554,0.782,25.942,62.447
114,253,63.302,0.793,24.352,109.179
115,1126,153.244,0.603,55.606,142.306
116,650,108.388,0.695,38.833,124.509
117,2378,204.939,0.711,75.822,131.257
118,589,102.374,0.706,40.000,143.130
119,675,109.633,0.706,38.275,70.145
120,323,90.537,0.495,38.013,125.362
121,123,44.856,0.768,19.235,117.897
122,619,98.257,0.806,34.234,83.290
123,766,109.633,0.801,41.629,114.102
124,1060,140.336,0.676,49.769,157.557
125,257,63.627,0.798,24.331,9.462
126,273,69.680,0.707,24.187,150.255
127,582,97.011,0.777,36.056,123.690
128,286,67.879,0.780,25.239,146.310
129,214,56.042,0.856,21.932,155.772
130,257,81.517,0.486,36.797,137.203
131,637,116.432,0.590,41.400,127.147
132,1003,148.380,0.572,53.151,138.814
133,691,146.254,0.406,61.465,158.025
134,124,43.420,0.827,15.556,45.000
135,179,59.835,0.628,24.207,141.710
136,448,90.537,0.687,35.228,145.408
137,578,99.463,0.734,37.443,124.114
138,1464,191.015,0.504,79.630,144.713
139,162,53.131,0.721,18.868,57.995
140,282,80.501,0.547,30.887,119.055
141,234,74.448,0.531,31.765,151.821
142,624,99.367,0.794,37.802,127.476
143,1112,171.364,0.476,72.069,150.945
144,454,81.152,0.866,27.803,142.306
145,347,92.203,0.513,38.910,154.093
146,403,84.849,0.703,34.482,150.461
147,507,85.730,0.867,31.623,145.305
148,184,51.005,0.889,20.591,29.055
149,524,94.790,0.733,34.132,174.958
150,204,62.286,0.661,22.561,102.804
151,1104,133.172,0.782,42.012,128.234
152,162,56.693,0.633,22.825,151.189
153,364,89.887,0.566,39.205,127.747
154,371,83.603,0.667,31.401,170.838
155,288,68.760,0.765,24.759,133.363
156,270,65.523,0.790,24.413,145.008
157,164,54.567,0.692,24.187,82.875
158,286,65.848,0.829,24.839,139.899
159,1391,151.253,0.764,54.562,153.905
160,199,58.169,0.739,20.809,144.782
161,1115,129.840,0.831,49.578,131.730
162,383,76.019,0.833,30.529,148.392
163,1236,140.431,0.788,53.310,66.801
164,217,56.923,0.842,21.190,19.290
165,584,97.146,0.778,38.471,152.103
166,179,50.124,0.895,18.028,109.440
167,323,80.041,0.634,32.202,154.231
168,184,56.368,0.728,24.042,73.072
169,805,111.490,0.814,40.460,39.987
170,346,70.561,0.873,26.000,157.380
171,75,33.710,0.829,13.601,162.897
172,183,58.589,0.670,23.345,99.866
173,170,55.257,0.700,21.471,27.759
174,565,142.708,0.349,69.029,1.660
175,73,36.391,0.693,14.318,12.095
