Label,Area,Perimeter,Circularity,MaxFeretDiam,MaxFeretDiamAngle
159,1136,132.617,0.812,44.777,150.573
160,334,96.091,0.455,38.897,107.969
161,767,149.721,0.430,62.032,110.772
162,577,122.906,0.480,51.420,103.496
163,798,143.668,0.486,61.098,111.105
164,416,78.931,0.839,26.420,119.476
165,777,142.653,0.480,60.671,81.469
166,1466,180.614,0.565,58.523,109.983
167,622,101.589,0.757,38.910,64.093
168,388,90.863,0.591,38.079,113.199
169,672,106.071,0.751,42.720,147.426
170,1021,125.358,0.816,42.802,52.595
171,592,105.151,0.673,42.720,106.314
172,782,168.357,0.347,71.512,110.462
173,329,82.302,0.610,33.838,145.840
174,729,158.607,0.364,71.470,107.928
175,471,84.064,0.838,30.364,17.241
176,926,121.891,0.783,45.343,41.424
177,1218,157.956,0.613,60.803,126.304
178,576,106.166,0.642,35.805,54.090
179,249,64.872,0.744,24.698,121.759
180,2252,220.933,0.580,75.802,59.036
181,440,113.061,0.433,50.000,106.260
182,790,124.112,0.644,45.880,110.410
183,482,99.923,0.607,40.050,87.138
184,1353,184.962,0.497,71.028,125.256
185,449,102.144,0.541,40.608,80.074
186,772,158.416,0.387,54.672,140.194
187,557,116.988,0.511,49.980,109.885
188,1091,140.106,0.698,54.571,76.218
189,434,92.433,0.638,34.132,121.827
190,462,90.767,0.705,33.838,124.160
191,314,74.678,0.708,29.967,25.710
192,145,57.613,0.549,19.723,149.534
193,447,94.004,0.636,41.037,133.025
194,375,78.700,0.761,31.575,100.954
195,298,73.012,0.702,29.547,113.962
196,962,124.017,0.786,42.438,124.439
197,458,104.500,0.527,41.400,142.853
198,246,58.399,0.906,20.881,106.699
199,418,98.026,0.547,40.311,119.745
200,403,80.271,0.786,28.636,102.095
201,1109,138.210,0.730,53.712,114.179
202,2507,207.525,0.732,66.483,96.911
203,510,99.923,0.642,38.910,154.093
204,218,59.835,0.765,23.022,124.380
205,153,45.316,0.936,16.643,57.265
206,204,56.923,0.791,24.187,82.875
207,535,101.359,0.654,39.623,100.176
208,380,79.581,0.754,29.069,130.815
209,1129,135.068,0.778,48.826,34.992
210,545,95.020,0.759,37.590,118.610
211,111,38.287,0.952,14.422,56.310
212,647,121.565,0.550,45.651,151.189
213,793,154.529,0.417,62.968,122.681
214,482,94.560,0.677,38.079,113.199
215,787,114.076,0.760,41.000,12.680
216,849,128.594,0.645,51.352,96.710
217,1291,151.157,0.710,58.669,119.624
218,3045,251.080,0.607,77.233,94.456
219,951,138.075,0.627,50.606,119.604
220,116,42.405,0.811,18.028,70.560
221,1543,179.313,0.603,66.242,118.887
222,1290,157.171,0.656,60.415,77.574
223,176,51.465,0.835,18.682,164.476
224,671,107.602,0.728,42.450,74.982
225,706,137.750,0.468,58.215,85.073
226,442,87.300,0.729,30.806,54.246
227,700,106.492,0.776,36.797,47.203
228,232,73.242,0.543,31.385,120.651
229,337,80.041,0.661,34.059,130.236
230,455,84.714,0.797,31.890,138.814
231,228,75.598,0.501,33.242,136.219
232,159,50.679,0.778,18.028,123.690
233,442,93.544,0.635,40.050,87.138
234,472,99.137,0.604,39.699,139.086
235,410,87.070,0.680,30.083,68.552
236,716,110.054,0.743,39.357,117.216
237,924,143.668,0.563,54.644,124.563
238,743,105.611,0.837,40.853,68.459
239,2146,205.438,0.639,65.000,112.620
240,359,91.188,0.543,36.497,80.538
241,571,116.758,0.526,46.325,57.339
242,641,108.292,0.687,38.601,143.427
243,639,122.581,0.534,49.518,133.363
244,1202,144.033,0.728,53.339,120.411
245,610,105.936,0.683,39.051,103.325
246,247,59.279,0.883,21.471,117.759
247,290,73.012,0.684,30.000,126.870
248,230,57.938,0.861,21.840,105.945
249,271,73.567,0.629,29.155,120.964
250,458,105.476,0.517,45.277,83.660
251,1158,151.713,0.632,48.052,12.011
252,810,113.751,0.787,46.573,104.931
253,318,69.545,0.826,25.060,61.390
254,200,60.715,0.682,26.683,77.005
255,765,119.439,0.674,45.100,93.814
256,649,123.826,0.532,41.231,129.094
257,392,76.249,0.847,28.178,27.474
258,278,61.405,0.926,22.136,71.565
259,257,60.945,0.869,22.472,69.146
260,2919,215.300,0.791,75.802,143.584
261,713,135.298,0.489,49.396,121.759
262,483,84.944,0.841,31.890,48.814
263,240,61.080,0.808,23.537,102.265
264,729,111.855,0.732,41.773,78.959
265,1100,140.987,0.695,48.260,145.981
266,362,81.382,0.687,33.615,120.379
267,1011,130.951,0.741,44.385,14.349
268,343,75.694,0.752,28.460,108.435
269,1286,233.650,0.296,97.990,114.734
270,650,116.988,0.597,45.880,69.590
271,1100,153.839,0.584,61.294,56.310
272,688,107.372,0.750,38.897,72.031
273,352,76.804,0.750,27.659,139.399
274,1121,138.900,0.730,50.804,143.807
275,155,46.102,0.916,17.493,149.036
276,249,63.302,0.781,22.023,39.472
277,671,113.100,0.659,42.190,5.440
278,955,125.032,0.768,46.271,83.797
279,400,81.937,0.749,30.480,138.991
280,280,72.782,0.664,25.000,126.870
281,701,117.773,0.635,42.942,152.241
282,812,124.112,0.662,45.277,149.470
283,1830,221.163,0.470,72.180,137.246
284,258,63.071,0.815,23.345,133.264
285,1347,164.985,0.622,60.877,75.735
286,1737,182.281,0.657,65.192,69.341
287,359,82.723,0.659,33.121,118.887
288,1136,136.734,0.764,45.880,106.460
289,225,55.812,0.908,20.000,53.130
290,420,92.299,0.620,37.656,79.287
291,604,107.832,0.653,40.522,105.751
292,259,63.857,0.798,24.839,139.899
293,397,110.609,0.408,48.384,108.060
294,786,123.231,0.650,50.249,137.420
295,188,59.930,0.658,25.318,80.910
296,591,106.952,0.649,45.541,109.231
297,497,105.516,0.561,41.146,64.058
298,673,134.973,0.464,59.237,111.801
299,881,156.520,0.452,49.041,87.663
300,313,87.721,0.511,39.812,101.592
301,268,64.508,0.809,26.926,111.801
302,372,82.723,0.683,34.015,114.305
303,164,54.702,0.689,20.616,104.036
304,114,43.650,0.752,15.524,104.931
305,356,78.470,0.727,25.612,128.660
306,335,97.146,0.446,39.051,129.806
307,188,52.345,0.862,21.190,109.290
308,757,110.284,0.782,39.395,113.962
309,809,144.644,0.486,47.508,130.732
310,228,55.487,0.931,21.541,111.801
311,372,90.958,0.565,37.000,108.925
312,426,95.670,0.585,37.443,124.114
313,270,91.323,0.407,31.016,20.772
314,460,100.803,0.569,39.408,125.707
315,361,85.730,0.617,33.615,120.379
316,549,89.522,0.861,32.202,126.158
317,142,49.243,0.736,19.698,113.962
318,379,94.560,0.533,42.521,138.814
319,332,84.159,0.589,32.450,123.690
320,537,93.084,0.779,35.468,139.574
321,180,49.894,0.909,17.493,59.036
322,248,63.071,0.783,23.409,70.017
323,252,60.850,0.855,23.707,62.354
324,282,64.182,0.860,24.413,55.008
325,406,80.692,0.784,31.385,157.521
326,112,41.064,0.835,16.553,64.983
327,117,47.768,0.644,17.493,59.036
328,255,63.722,0.789,24.739,165.964
329,149,47.212,0.840,20.248,147.095
