Label,Area,Perimeter,Circularity,MaxFeretDiam,MaxFeretDiamAngle
1,542,93.449,0.78,33.541,79.695
2,661,101.493,0.806,35.735,162.072
3,266,59.279,0.951,21.095,58.57
4,76,33.94,0.829,13.342,77.005
5,845,119.899,0.739,44.204,127.648
6,141,45.221,0.866,15.811,145.305
7,198,52.345,0.908,20.248,159.775
8,221,55.717,0.895,19.416,34.509
9,227,57.383,0.866,22.561,167.196
10,309,69.315,0.808,26.627,145.713
11,155,46.887,0.886,17.804,38.157
12,503,90.767,0.767,34.828,129.174
13,629,98.907,0.808,37.336,82.304
14,248,57.153,0.954,20.616,75.964
15,375,76.249,0.811,26.42,60.524
16,443,82.953,0.809,33.015,54.866
17,228,56.042,0.912,20.591,150.945
18,92,36.066,0.889,13.342,102.995
19,176,50.354,0.872,18.248,9.462
20,147,46.562,0.852,17.117,173.29
21,401,75.694,0.879,26,112.62
22,162,50.354,0.803,17.72,163.61
23,291,66.538,0.826,25.179,173.157
24,567,86.19,0.959,29.155,120.964
25,416,76.249,0.899,27.659,167.471
26,254,61.731,0.838,25.807,35.538
27,267,59.509,0.947,21.378,169.216
28,142,42.539,0.986,15.524,75.069
29,403,76.804,0.859,28.178,152.526
30,522,87.53,0.856,30.414,170.538
31,496,88.316,0.799,29.732,160.346
32,410,83.738,0.735,31.575,79.046
33,293,64.087,0.896,22.361,100.305
34,271,64.738,0.813,25.807,144.462
35,363,82.493,0.67,32.757,102.339
36,416,75.464,0.918,26.401,142.696
37,427,82.627,0.786,31.401,170.838
38,251,62.841,0.799,23.259,115.463
39,911,118.003,0.822,38.601,163.443
40,226,56.598,0.887,21.401,127.405
41,399,76.804,0.85,25.942,117.553
42,157,46.562,0.91,17.263,169.992
43,91,35.28,0.919,13.601,143.973
44,614,98.907,0.789,33.242,74.291
45,180,52.02,0.836,21.471,117.759
46,301,67.324,0.835,25.495,115.56
47,466,84.389,0.822,30.017,119.982
48,512,92.663,0.749,33.422,128.928
49,160,45.872,0.956,17,151.928
50,188,54.146,0.806,19.416,11.889
51,330,71.997,0.8,26.926,121.329
52,227,56.598,0.891,19.235,117.897
53,76,34.17,0.818,13.601,107.103
54,418,87.396,0.688,31.321,106.699
55,322,72.227,0.776,27.659,49.399
56,205,53.591,0.897,20.248,147.095
57,130,48.783,0.686,18.111,83.66
58,385,74.678,0.868,29.547,156.038
59,138,45.546,0.836,18.385,112.38
60,265,68.76,0.704,26.42,29.476
61,597,93.774,0.853,34.015,155.695
62,649,99.367,0.826,32.985,75.964
63,208,52.48,0.949,18.974,71.565
64,438,88.411,0.704,32.894,109.537
65,298,66.174,0.855,26.077,147.529
66,261,66.634,0.739,24.042,106.928
67,445,81.382,0.844,27.857,21.038
68,180,49.109,0.938,18.868,147.995
69,269,61.961,0.88,22.361,10.305
70,271,67.879,0.739,27.459,10.491
71,194,52.345,0.89,20.616,129.094
72,160,45.221,0.983,16.155,158.199
73,334,70.561,0.843,23.77,67.751
74,215,55.812,0.867,21.401,127.405
75,290,62.841,0.923,21.932,136.848
76,419,77.915,0.867,27.893,165.466
77,454,85.174,0.786,29.155,22.166
78,456,88.411,0.733,31.048,165.069
79,277,66.213,0.794,25.495,154.44
80,351,73.337,0.82,25.807,54.462
81,434,80.827,0.835,29.732,109.654
82,182,49.799,0.922,18.974,161.565
83,158,47.442,0.882,16.643,147.265
84,222,59.049,0.8,23.324,120.964
85,358,69.22,0.939,24.166,155.556
86,450,78.931,0.908,28.32,137.862
87,800,112.64,0.792,41.012,135
88,242,61.405,0.807,20.591,119.055
89,316,66.538,0.897,23.409,160.017
90,259,61.731,0.854,20.881,73.301
91,149,47.212,0.84,18.439,167.471
92,245,60.85,0.831,22.361,100.305
93,240,63.627,0.745,25.239,146.31
94,727,102.604,0.868,37.336,20.376
95,469,84.294,0.829,30.232,124.216
96,156,46.887,0.892,17,151.928
97,183,52.575,0.832,19.925,107.526
98,298,69.775,0.769,25.807,144.462
99,617,104.5,0.71,36.77,112.38
100,141,44.991,0.875,16.763,107.354
101,420,80.827,0.808,31.575,169.046
102,406,79.026,0.817,28.178,152.526
103,330,75.004,0.737,26.173,133.452
104,615,99.463,0.781,37.014,38.418
105,400,82.953,0.73,30.529,148.392
106,604,101.263,0.74,36.346,172.093
107,351,71.671,0.859,26.401,142.696
108,479,83.738,0.858,32.65,117.35
109,537,89.657,0.839,33.377,8.616
110,268,62.746,0.855,22.847,66.801
111,637,97.566,0.841,34.785,71.565
112,137,44.206,0.881,17.493,30.964
113,143,44.761,0.897,15.811,71.565
114,689,101.914,0.834,36.359,31.504
115,174,48.553,0.928,18.601,36.254
116,219,58.264,0.811,20.616,39.094
117,328,76.479,0.705,30.083,158.552
118,410,81.382,0.778,31.401,37.235
119,168,49.013,0.879,19.313,68.749
120,355,69.775,0.916,26.249,107.745
121,1421,155.83,0.735,57.94,158.749
122,259,61.175,0.87,22.847,23.199
123,461,85.634,0.79,31.953,20.136
124,283,66.078,0.814,23.707,117.646
125,499,90.863,0.76,34.366,81.634
126,107,39.628,0.856,14.866,109.654
127,303,65.753,0.881,22.472,147.724
128,320,67.094,0.893,24.698,121.759
129,111,39.073,0.914,15,126.87
130,102,38.057,0.885,15,53.13
131,269,62.516,0.865,24.739,14.036
132,276,64.642,0.83,23.409,160.017
133,470,85.174,0.814,32.249,60.255
134,269,59.835,0.944,20.248,57.095
135,462,79.486,0.919,28.302,32.005
136,213,58.399,0.785,20.248,57.095
137,261,61.731,0.861,22.472,110.854
138,333,71.116,0.827,27.313,66.251
139,415,77.13,0.877,27.659,49.399
140,241,58.169,0.895,20.248,69.775
141,152,47.117,0.86,16.763,72.646
142,567,96.916,0.759,35.805,54.09
143,194,50.449,0.958,17.804,38.157
144,113,38.287,0.969,13.892,149.744
145,604,97.566,0.797,37.162,113.806
146,172,49.109,0.896,18.439,49.399
147,324,68.76,0.861,24.597,63.435
148,358,69.315,0.936,25.06,151.39
149,359,71.116,0.892,25.495,25.56
150,512,87.3,0.844,33.121,118.887
151,160,48.228,0.864,19.416,124.509
152,135,43.65,0.89,15.524,75.069
153,442,80.041,0.867,29.155,5.906
154,483,89.427,0.759,30.806,144.246
155,223,57.708,0.841,20.616,75.964
156,256,64.412,0.775,22.804,164.745
157,297,68.109,0.805,23.77,157.751
158,184,51.465,0.873,19.313,21.251
159,346,77.915,0.716,32.894,160.463
160,348,71.806,0.848,26.683,167.005
161,418,80.692,0.807,28.653,29.249
162,504,87.626,0.825,31.016,110.772
163,355,73.242,0.832,29.411,17.819
164,351,73.337,0.82,25.612,51.34
165,399,79.581,0.792,31.064,146.821
166,24,47.672,0.133,20.616,50.906
,337.1807229,69.1935241,,25.4053253,
