Column,Average
Label,186.0
Area,667.010752688172
Perimeter,98.91244623655922
Circularity,0.734747311827957
MaxFeretDiam,36.06607526881719
MaxFeretDiamAngle,96.52664516129039
px_to_m,1.984126984126984e-06
