Column,Average
Label,385.0
Area,511.8285714285714
Perimeter,85.82245714285716
Circularity,0.7444545454545449
MaxFeretDiam,32.07669090909089
MaxFeretDiamAngle,102.71018181818192
px_to_m,1.9762845849802374e-06
