Column,Average
Label,639.0
Area,573.2112676056338
Perimeter,111.43705790297335
Circularity,0.5654820031298899
MaxFeretDiam,43.48483411580594
MaxFeretDiamAngle,97.24906885758999
px_to_m,1.984126984126984e-06
