Column,Average
Label,116.0
Area,619.8879310344828
Perimeter,97.86881034482761
Circularity,0.6718362068965514
MaxFeretDiam,35.44482758620689
MaxFeretDiamAngle,98.93313793103447
px_to_m,1.984126984126984e-06
