Column,Average
Label,175.0
Area,814.0685714285714
Perimeter,116.08654285714282
Circularity,0.6391485714285713
MaxFeretDiam,43.685685714285675
MaxFeretDiamAngle,114.39989714285716
px_to_m,2.0242914979757085e-06
