Column,Average
Label,329.0
Area,712.8723404255319
Perimeter,111.53085106382974
Circularity,0.6561975683890577
MaxFeretDiam,41.784443768996944
MaxFeretDiamAngle,101.90634650455924
px_to_m,1.99203187250996e-06
