Column,Average
Label,309.0
Area,789.2815533980582
Perimeter,113.11817152103558
Circularity,0.6531941747572819
MaxFeretDiam,41.504825242718475
MaxFeretDiamAngle,99.83001618122978
px_to_m,1.9762845849802374e-06
